LOCATION,Country,VARIABLE,Variable,FREQUENCY,Frequency,TIME,Time,Value,Flag,Codes,Flags,,,,,
BRA,Brazil,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,21.10936843,
BGR,Bulgaria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,4.715080351,,,,,,,,
BGR,Bulgaria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,11.62982206,,,,,,,,
BGR,Bulgaria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,2.993077523,
BGR,Bulgaria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,6.615733809,
BGR,Bulgaria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,9.359779862,
BGR,Bulgaria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,13.72801754,
CHL,Chile,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,5.294911977,,,,,,,,
CHL,Chile,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,27.5064417,,,,,,,,
CHL,Chile,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,3.971497746,
CHL,Chile,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,7.881294601,
CHL,Chile,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,24.39797319,
CHL,Chile,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,29.23470618,
COL,Colombia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,7.066271011,,,,,,,,
COL,Colombia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,24.0728575,,,,,,,,
COL,Colombia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,4.29619486,
COL,Colombia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,9.986396294,
COL,Colombia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,22.00261147,
COL,Colombia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,26.09203516,
EST,Estonia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,5.656084212,,,,,,,,
EST,Estonia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,18.9559652,,,,,,,,
EST,Estonia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,2.926531446,
EST,Estonia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,7.972929935,
EST,Estonia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,15.88388568,
EST,Estonia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,21.82774625,
IND,India,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,15.67965299,,,,,,,,
IND,India,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,25.59826176,,,,,,,,
IND,India,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,12.86090842,
IND,India,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,17.3926828,
IND,India,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,19.8352922,
IND,India,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,30.36622627,
IDN,Indonesia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,7.364784132,,,,,,,,
IDN,Indonesia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,16.50462669,,,,,,,,
IDN,Indonesia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,4.838632241,
IDN,Indonesia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,12.04371909,
IDN,Indonesia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,10.75365174,
IDN,Indonesia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,22.94870925,
ISR,Israel,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,6.59729389,,,,,,,,
ISR,Israel,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,20.17357659,,,,,,,,
ISR,Israel,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,5.134335172,
ISR,Israel,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,8.494701395,
ISR,Israel,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,16.41483922,
ISR,Israel,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,23.04199492,
LVA,Latvia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,4.421063005,,,,,,,,
LVA,Latvia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,14.64932459,,,,,,,,
LVA,Latvia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,2.808268674,
LVA,Latvia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,6.868607623,
LVA,Latvia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,9.973531796,
LVA,Latvia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,17.8174879,
LTU,Lithuania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,3.567257864,,,,,,,,
LTU,Lithuania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,10.9342184,,,,,,,,
LTU,Lithuania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,2.099746182,
LTU,Lithuania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,6.642153581,
LTU,Lithuania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,8.361733681,
LTU,Lithuania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,13.39790986,
ROU,Romania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,3.611862156,,,,,,,,
ROU,Romania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,15.26545299,,,,,,,,
ROU,Romania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,2.447773514,
ROU,Romania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,5.353287226,
ROU,Romania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,11.07506718,
ROU,Romania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,20.70520814,
SVN,Slovenia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,8.480013149,,,,,,,,
SVN,Slovenia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,17.06518707,,,,,,,,
SVN,Slovenia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,4.575842604,
SVN,Slovenia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,11.14063008,
SVN,Slovenia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,12.17852099,
SVN,Slovenia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,22.45815233,
ZAF,South,Africa,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W21,29-May-22,2.9031948,,,,,,,
ZAF,South,Africa,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W21,29-May-22,18.21648863,,,,,,,
ZAF,South,Africa,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,1.940593362
ZAF,South,Africa,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,4.113720739
ZAF,South,Africa,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W21,29-May-22,14.369176
ZAF,South,Africa,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W21,29-May-22,20.18900178
AUS,Australia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,3.297405621,,,,,,,,
AUS,Australia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,11.2933898,,,,,,,,
AUS,Australia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.446731722,
AUS,Australia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,4.084261201,
AUS,Australia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,8.83739692,
AUS,Australia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,14.22949288,
AUT,Austria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.760649062,,,,,,,,
AUT,Austria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,11.72825986,,,,,,,,
AUT,Austria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,3.094720754,
AUT,Austria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,6.114245046,
AUT,Austria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,7.832844954,
AUT,Austria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,14.82260812,
BEL,Belgium,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,3.595550449,,,,,,,,
BEL,Belgium,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,12.43776355,,,,,,,,
BEL,Belgium,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.559195958,
BEL,Belgium,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,4.626571263,
BEL,Belgium,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,10.64447723,
BEL,Belgium,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,14.01428664,
CAN,Canada,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.476966364,,,,,,,,
CAN,Canada,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,12.60335405,,,,,,,,
CAN,Canada,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,3.835177053,
CAN,Canada,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,5.768532564,
CAN,Canada,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,11.05005187,
CAN,Canada,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,14.23949183,
CZE,Czechia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.101668242,,,,,,,,
CZE,Czechia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,10.12136212,,,,,,,,
CZE,Czechia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.863234981,
CZE,Czechia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,6.666710509,
CZE,Czechia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,7.932432673,
CZE,Czechia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,11.83436841,
DNK,Denmark,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.077638175,,,,,,,,
DNK,Denmark,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,11.8104801,,,,,,,,
DNK,Denmark,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.881159031,
DNK,Denmark,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,5.098506649,
DNK,Denmark,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,8.758334075,
DNK,Denmark,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,14.36214988,
FIN,Finland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,1.615438925,,,,,,,,
FIN,Finland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,6.775478483,,,,,,,,
FIN,Finland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,0.047143438,
FIN,Finland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,2.886974995,
FIN,Finland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,5.225430192,
FIN,Finland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,8.621122837,
FRA,France,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,2.378288606,,,,,,,,
FRA,France,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,10.93954874,,,,,,,,
FRA,France,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,1.119789395,
FRA,France,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,3.353480489,
FRA,France,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,8.929585879,
FRA,France,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,13.18950943,
DEU,Germany,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,3.259796019,,,,,,,,
DEU,Germany,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,7.179870708,,,,,,,,
DEU,Germany,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,1.338710256,
DEU,Germany,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,6.280951501,
DEU,Germany,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,4.995735792,
DEU,Germany,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,8.867227091,
GRC,Greece,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.774827673,,,,,,,,
GRC,Greece,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,13.6249183,,,,,,,,
GRC,Greece,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.808479481,
GRC,Greece,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,6.279581663,
GRC,Greece,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,8.859240871,
GRC,Greece,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,15.91878345,
HUN,Hungary,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,5.829837492,,,,,,,,
HUN,Hungary,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,16.95524923,,,,,,,,
HUN,Hungary,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,4.066054563,
HUN,Hungary,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,7.901159192,
HUN,Hungary,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,10.89256394,
HUN,Hungary,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,20.05123453,
ISL,Iceland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,10.03909553,,,,,,,,
ISL,Iceland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,18.47078452,,,,,,,,
ISL,Iceland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,6.62261018,
ISL,Iceland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,13.35342272,
ISL,Iceland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,13.72020407,
ISL,Iceland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,22.80931611,
IRL,Ireland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,5.553176717,,,,,,,,
IRL,Ireland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,17.59794179,,,,,,,,
IRL,Ireland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.741961167,
IRL,Ireland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,7.685704737,
IRL,Ireland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,15.22147146,
IRL,Ireland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,21.68554401,
ITA,Italy,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.619376359,,,,,,,,
ITA,Italy,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,15.96133849,,,,,,,,
ITA,Italy,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,3.791890578,
ITA,Italy,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,5.635718387,
ITA,Italy,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,14.20168026,
ITA,Italy,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,17.37937994,
JPN,Japan,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,2.831596896,,,,,,,,
JPN,Japan,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,7.008992931,,,,,,,,
JPN,Japan,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,1.832348136,
JPN,Japan,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,4.487508956,
JPN,Japan,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,4.614872152,
JPN,Japan,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,8.944918132,
KOR,Korea,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.122407738,,,,,,,,
KOR,Korea,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,9.063733973,,,,,,,,
KOR,Korea,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,3.334185827,
KOR,Korea,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,5.276523596,
KOR,Korea,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,7.57049059,
KOR,Korea,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,11.1883005,
LUX,Luxembourg,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,6.274317285,,,,,,,,
LUX,Luxembourg,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,15.94644329,,,,,,,,
LUX,Luxembourg,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,4.444151507,
LUX,Luxembourg,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,8.817083164,
LUX,Luxembourg,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,10.93906659,
LUX,Luxembourg,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,19.60264012,
MEX,Mexico,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,1.889171262,,,,,,,,
MEX,Mexico,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,17.55152468,,,,,,,,
MEX,Mexico,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,0.489768256,
MEX,Mexico,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,3.396906674,
MEX,Mexico,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,14.74357109,
MEX,Mexico,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,20.15265844,
NLD,Netherlands,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,4.309261067,,,,,,,,
NLD,Netherlands,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,12.01606957,,,,,,,,
NLD,Netherlands,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,2.689220914,
NLD,Netherlands,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,7.361504984,
NLD,Netherlands,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W22,5-Jun-22,10.61660922,
NLD,Netherlands,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W22,5-Jun-22,13.7261032,
NZL,New,Zealand,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W22,5-Jun-22,0.738742302,,,,,,,
NZL,New,Zealand,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W22,5-Jun-22,6.04040517,,,,,,,
